Section	Title
25/sxx08	OBSERVATIONS ON CHANGE IN STRUCTURE OF A LARVA OF DRYOCAMPA IMPERIALIS.
50/sxx10	OBSERVATIONS ON ERRANT FRUSTULES OF EUNOTIA MAJOR.
51/sxx26	OBSERVATIONS ON FISHES FROM THE CAROLINE ISLANDS.
25/sxx10	OBSERVATIONS ON NESTS OF SAYORNIS FUSCTJS.
50/sxx40	OBSERVATIONS ON THE CLASSIFICATION OF BIRDS.
47/sxx11	OBSERVATIONS ON THE DENTITION OF ACHATINELLIDiE.
40/sxx09	OBSERVATIONS ON THE FEMALE GENERATIVE APPARATUS OF HY^NA CROCUTA.
46/sxx05	OBSERVATIONS ON THE GEOLOGY OF ADJACENT PARTS OF OKLAHOMA AND NORTH WEST TEXAS.
25/sxx12	OBSERVATIONS ON THE HABITS OF THE NEUTERS OF FORMICA SANGUINEA.
45/sxx16	OBSERVATIONS ON THE JAPANESE SALAMANDER, CRYPTOBRANCHUS MAXIMUS (Schlegel).
72/sxx03	OBSERVATIONS ON THE SOIL ACIDITY OF ERICACEAE AND ASSOCIATED PLANTS IN THE MIDDLE ATLANTIC STATES.
27/sxx21	OBSERVATIONS ON THE STRUCTURE OF THE MANATEE.
56/sxx01	OBSERVATIONS ON TUPAIA, WITH REFLECTIONS ON THE ORIGIN OF PRIMATES.
67/sxx01	OBSERVATIONS SUR LA THEORIE GENERALE DES PHENOMENES GLACIAIRES ET SUR LES GALETS STRIES.
52/sxx10	OBSERVATIONS UPON THE ANATOMY OF HYLOBATES LEUCISCUS AND CHIROMYS MADAGASCARIENSIS.
41/sxx02	OBSERVATIONS UPON THE DEVELOPMENT OF THE SKULL IN NEOTOMA FUSCIPES ; A CONTRIBUTION TO THE MORPHOLOGY OF THE RODENTIA BY R. W. SHUFELDT, C. M. Z. S. While collecting in the vicinity of San Bernardino, California, daring the spring of 1887, Mr. F. Stephens secured a female specimen of Neotoma fuscipes which was far advanced in pregnancy at the time of capture.
53/sxx14	OBSERVATIONS UPON THE PLACENTA AND YOUNG OF DASYPUS SEXCINCTUS.
50/sxx12	ODONATA (DRAGONFLIES) FROM THE INDIAN OCEAN, AND FROM KASHMIR, COLLECTED BY DR. W. L. ABBOTT.
44/sxx00	OF 1892.
09/sxx00	OF THE 1857.
59/sxx00	OF THE Academy of Natural Sciences OF Volume lix 1907 philadelphia : The Academy of Natural Sciences LOGAN SQUARE 1907-1 90S The Academy of Natural Sciences of Philadelphia, February 25, 1908.
53/sxx00	OF THE Academy of Natural Sciences OF Volume Llll 1901 philadelphia : The Academy of Natural Sciences LOGAN SQUARE 1901-1902 ■v The Academy of Natural Sciences of Philadelphia, March 29, 1902.
55/sxx00	OF THE Academy of Natural Sciences OF Volume lv 1903 philadelphia : The academy of Natural Sciences LOGAN SQUARE 1903-1904 The Academy of Natural Sciences of Philadelphia, February 5, 1904.
56/sxx00	OF THE Academy of Natural Sciences OF Volume LVI 1904 philadelphia : The Academy of Natural Sciences LOGAN SQUARE 1904-1905 The Academy of Natural Sciences of Philadelphia, Febeuary 1, 1905.
57/sxx00	OF THE Academy of Natural Sciences OF VOLUME LVIl 190^ philadelphia : The Academy of Natural Sciences LOGAN SQUARE 1905-1906 The Academy of Natural Scien'ces of Philadelphia, Februaby 2, 190G.
64/sxx00	OF The Academy of Natural Sciences OF VOLUME LX1V /.9/2 philadelphia : The Academy of Natural Sciences LOGAN SQUARE 1912-1913 The V \m mi of Natural Sciences of Philadelphia.
61/sxx00	OF THE Academy of Natural Sciences OF VOLUME LXI 1909 philadelphia : The Academy of Natural Sciences LOGAN SQUARE 1909-1910 The Academy of Natural Sciences of Philadelphia, January 28, 1910.
63/sxx00	OF THE Academy of Natural Sciences OF Volume LXIII 1911 philadelphia : The Academy of Natural Sciences LOGAN SQUARE 19U-1912 v The Academy of Natural Sciences of Philadelphia, February 2, 1911.
69/sxx00	OF The Academy of Natural Sciences OF VOLUME LXIX 1917 philadelphia -.
68/sxx00	OF The Academy of Natural Sciences OF Volume LXV1II 1916 philadelphia : The Academy of Natural Sciences LOGAN SQUARE 1916 The Academy of Natural Sciences of Philadelphia.
66/sxx00	OF The Academy of Natural Sciences OF Volume lxvi 1914 philadelphia : The Academy of Natural Sciences ' LOGAN SQUARE 1915 \ The Academy of Natural Sciences of Philadelphia.
67/sxx00	OF The Academy of Natural Sciences OF Volume LXVII 191^ philadelphia : The Academy of Natural Sciences LOGAN SQUARE 1916 A >C^ The Academy of Natural Sciences of Philadelphia.
73/sxx00	OF The Academy of Natural Sciences OF VOLUME LXXIII 1921 19Z2 The Academy of Natural Sciences of Philadelphia, April' 24, 1922.
72/sxx00	OF The Academy of Natural Sciences OF VOLUME LXXIl 1920 philadelphia: The academy of Natural Sciences 1921 The Academy op Natural Sciences of Philadelphia, March 11, 1921.
74/sxx00	OF The Academy of Natural Sciences OF VOLUME LXXIV 1922 philadelphia: The Academy of Natural Sciences 1923 / PUBLICATION COMMITTEE 1 1 i:\ky Skinner, M.D., Sc.D., Witmer Stone, A.M., Sc.D., Henry A. Pilsbry, Sc.D., William J.
32/sxx00	OF THE OF 1 8 8 O. I'UBLicATioN committeeJoseph Leidy, M.D., Geo.
18/sxx00	OF THE OF 1866.
22/sxx00	OF THE OF 1870.
25/sxx00	OF THE OF 1873.
27/sxx00	OF THE OF 1875.
45/sxx00	OF THE OF 1893.
47/sxx00	OF THE OF 1896.
48/sxx00	OF THE OF 1896.
49/sxx00	OF THE OF 1897.
23/sxx00	OF THE or ^^e>O 1871.
01/sxx00	OF THE VOL.
69/sxx02	OLIGOCENE FOSSILS FROM THE NEIGHBORHOOD OF CARTAGENA, COLOMBIA, WITH NOTES ON SOME HAITIAN SPECIES.
WRITTEN C	OMMUNICATIONS.
30/sxx12	ON A BELT OF SERPENTINE AND STEATITE IN RADNOR TOWNSHIP, DELAWARE COUNTY, PA. Hy THE»».
45/sxx21	ON A COLLECTION OF BATRACHIA AND REPTILIA FROM SOUTHWEST MISSOURI.
46/sxx23	ON A COLLECTION OF BATRACHIA AND REPTILIA FROM THE ISLAND OF HAINAN.
57/sxx32	ON A COLLECTION OF BIRDS AND MAMMALS FROM THE COLORADO DELTA.
57/sxx37	ON A COLLECTION OF BIRDS FROM BRITISH EAST AFRICA OBTAINED BY MR. GEORGE L. HARRISON, JR. BY WITMER STONE.
51/sxx19	ON A COLLECTION OF BIRDS FROM THE VICINITY OF BOGOTA, WITH A EEVIEW OF THE SOUTH AMERICAN SPECIES OF SPEOTYTO AND TROGLODYTES.
55/sxx08	ON A COLLECTION OF FISHES FROM PARAGUAY, WITH A SYNOPSIS OF THE AMERICAN GENERA OF CICHLIDS.'
69/sxx08	ON A FORGOTTEN GENUS OF SHARKS DESCRIBED BY NARDO.
25/sxx17	ON A NEW AMERICAN SPECIES OF PLEURONECTOID {GLYPTOCEPHALUS ACADIANUS).
31/sxx10	ON A NEW GENUS AND SPECIES OF SCOMBRIDiE.
41/sxx13	ON A NEW GENUS AND TWO NEW SPECIES OF OPHIURANS.
27/sxx19	ON A NEW GENUS OF LOPHOBRANCHIATE FISHES.
41/sxx28	ON A NEW SPECIES OF SPIDER OF THE GENUS DINOPIS FROM THE SOUTHERN UNITED STATES, BY DR. GEO.
41/sxx31	ON A PETROGLYPH FROM THE ISLAND OF ST. VINCENT, W. I.
24/sxx03	ON AN EXTINCT WHALE FROM CALIFORNIA.
42/sxx06	ON BIRDS COLLECTED IN YUCATAN AND SOUTHERN MEXICO.
29/sxx01	ON CERTAIN EXCREMENTITIOUS DEPOSITS FOUND IN THE WEST.
67/sxx02	ON CERTAIN VESICLES FOUND IN THE INTEGUMENT OF ANTS.
27/sxx16	ON FOSSIL REMAINS OF EEPTILIA AND FISHES FROM ILLINOIS.
26/sxx07	ON HABITS OF SOME AMERICAN SPECIES OF BIEDS.
58/sxx02	ON HAWAIIAN SPECIES OF SPHYRADITIM.
69/sxx01	ON MOSCHITES VERRUCOSA (Verrill) AND ITS ALLIES.
39/sxx03	ON NEW GENERIC FORMS OF CRETACEOUS MOLLUSCA AND THEIR RELATION TO OTHER FORMS.
27/sxx05	ON NISUS COOPERI (BONAPARTE), AND N. GUNDLACHI (LAWRENCE).
27/sxx17	ON NORTH AMERICAN NOCTTJiE.
26/sxx09	ON SOME BATRACHIA AND NEMATOGNATHI BROUGHT FROM THE UPPER AMAZON BY PROF. ORTON.
45/sxx25	ON SOME LEECH-LIKE PARASITES OF AMERICAN CRAYFISHES.
25/sxx15	ON SOME NEW BATRACHIA AND FISHES FROM THE COAL MEASURES OF LINTON, OHIO.
32/sxx09	ON SOME NEW LOWER EOCENE MOLLUSCA FROM CLARKE CO. ALABAMA,
41/sxx12	ON SOME NEW SPECIES OF MOLLUSCA FROM THE BERMUDA ISLANDS.
58/sxx08	ON SOME REPTILIAN FREAKS FROM INDIANA.
25/sxx07	ON THE AFFINITIES OF THE SIRENIANS.
34/sxx04	ON THE AGE OF THE TEJON ROCKS OF CALIFORNIA, AND THE OOCTJRRENCE OF AMMONITIC REMAINS IN TERTIARY DEPOSITS.
24/sxx06	ON THE AGENCY OF INSECTS IN OBSTRUCTING EVOLUTION.
30/sxx02	ON THE ALKALI OF THE PLAINS IN BEIDGEE VALLEY, WYOMING TERKITOEY.
26/sxx04	ON THE ANATOMY AND LINGUAL DENTITION OF ARIOLIMAX AND OTHER PULMONATA.
41/sxx24	ON THE ANATOMY OF AEROPE AND ZINGIS.
49/sxx22	ON THE ANNUAL MOLT OF THE SANDERLING.
45/sxx22	ON THE BATRACHIA AND REPTILIA OF THE PLAINS AT LATITUDE 36° 30'.
27/sxx06	ON THE BUTEONINE SUBGENUS CRAXIREX, GOULD.
60/sxx04	ON THE CLASSIFICATION OF SCALPELLIFOEM BARNACLES.
53/sxx34	ON THE COMMON BROWN BATS OF PENINSULAR FLORIDA AND SOUTHERN CALIFORNIA.
29/sxx04	ON THE EVOLUTION AND HOMOLOGIES OF THE INCISOKS OF THE HORSE.
43/sxx10	ON THE EXTERNAL CHARACTERS OF F(ETAL REINDEER, AND OTHER NOTES.
23/sxx05	ON THE FISHES OF THE AMBYIACU EIVER.
40/sxx08	ON THE GENERIC NAME OF THE TUNNY.
70/sxx11	ON THE GENERIC POSITION OF SONORELLA.
39/sxx08	ON THE HOMOLOGIES AND EARLY HISTORY OF THE LIMBS OF VERTEBRATES.
27/sxx09	ON THE JAW AND LINGUAL MEMBRANE OF NORTH AMERICAN TERRESTRIAL PULMONATA.
31/sxx02	ON THE LAND SHELLS OF THE MEXICAN ISLAND OF GUADELTJPE, COLLECTED BY DR. E. PALMER.
27/sxx10	ON THE LINGUAL DENTITION AND GENITALIA OF PARTULA AND OTHER PTJLMONATA.
30/sxx03	ON THE MECHANICAL GENESIS OF TOOTH-FORMS, BY JNO.
38/sxx02	ON THE MINUTE STRUCTURE OF STROMATOPORA AND ITS ALLIES.
31/sxx08	ON THE NUDIBRANCHIATE GASTEROPOD MOLLUSCA OF THE NORTH
27/sxx14	ON THE OCCURRENCE OF URANIUM, SILVER, IRON, ETC., IN THE TERTIARY FORMATION OF COLORADO TERRITORY.
64/sxx08	ON THE ORTHOPTERA FOUND ON THE FLORIDA KEYS AND IN EXTREME SOUTHERN FLORIDA.
53/sxx24	ON THE PROBABLE AGE OF THE ALABAMA WHITE LIMESTONE.
47/sxx18	ON THE STATUS OF THE NAMES APLYSIA AND TETHYS.
39/sxx06	ON THE STRUCTURE AND CLASSIFICATION OF THE MESOZOIC MAMMALIA.
31/sxx07	ON THE STRUCTURE OF THE CHIMPANZEE.
30/sxx10	ON THE STRUCTURE OF THE GORILLA.
59/sxx06	ON THE SYNONYMIC HISTORY OF THE GENERA CLAVA MARTYN, AND CERITHIUM BRUGUIiiRE.
32/sxx11	ON THE TEMPORAL AND MASSETER MUSCLES OF MAMMALS.
46/sxx09	ON THE TRUE CHARACTER AND RELATIONSHIPS OF URSUS CINNAMOMEUS Aud.
61/sxx01	ON THE TRUE STATUS OF THE GENUS CACOPOIDES.
34/sxx06	ON THE VALUE OF THE " NEARCTIC " AS ONE OF THE PRIMARY ZOOLOGICAL REGIONS.
52/sxx18	ON THE ZOOLOGICAL POSITION OF PARTULA AND ACHATINELLA.
41/sxx05	ON TWO MINERALS FROM DELAWARE COUNTY, PA. BY F. A. GENTH.
40/sxx17	ON TWO NEW SPECIES OF STARFISHES.
LIST OF C	ONTRIBUTORS, With references to the several Articles contributed by each.
LIST OF C	ONTRIBUTORS.
LIST OF C	ONTRIBUTORS.
LIST OF C	ONTRIBUTORS.
LIST OF C	ONTRIBUTORS.
LIST OF C	ONTRIBUTORS.
26/sxx00	OP THE OF 1874.
31/sxx00	OP THE OF 1879 PUBLICATION COMMITTEE.
38/sxx00	OP THK or 18 8 6. committee of publication: Joseph Leidy, M. D., Geo.
41/sxx25	ORCADELLA OPERCULATA Wing., A NEW MYXOMYCETE.
72/sxx13	ORDOVICIAN BASALTS AND QUARTZ DIABASES IN LEBANON COUNTY, PENNSYLVANIA' SAMUEL G. GORDON.
49/sxx12	ORIGIN AND NATURE OF GLANDS IN PLANTS.
64/sxx07	ORTHOPTERA; GRYLLID.E) FOUND IN NORTH AMERICA NORTH OF THE ISTHMUS OF PANAMA.
31/sxx09	PACIFIC OCEAN, WITH SPECIAL REFERENCE TO THOSE OF ALASKA.
32/sxx03	PACIFIC OCEAN, WITH SPECIAL REFERENCE TO THOSE OF ALASKA.
51/sxx15	PARALLELISMS IN STRUCTURE BETWEEN CERTAIN GENERA OF ODONATA FROM THE OLD AND THE NEW WORLDS.
53/sxx21	PECULIARITIES OF THE TERRESTRIAL LARVA OF THE URODELOUS BATRACHIAN, PLETHODON CINEREUS Green.
49/sxx09	PELLUCID DOTS IN SOME SPECIES OF HYPERICUM.
42/sxx13	PENNSYLVANIA AND NEW JERSEY SPIDERS OF THE FAMILY LYCOSIDAE.
67/sxx19	PILSBRY AND FERRISS: MOLLU3CA OF THE SOUTHWESTERN STATES.
67/sxx13	PILSBRY AND FERRISS: MOLLUSCA OF THE SOUTHWESTERN STATES.
67/sxx14	PILSBRY AND FERRISS: MOLLUSCA OF THE SOUTHWESTERN STATES.
67/sxx15	PILSBRY AND FERRISS: MOLLUSCA OF THE SOUTHWESTERN STATES.
67/sxx16	PILSBRY AND FERRISS: MOLLUSCA OF THE SOUTHWESTERN STATES.
67/sxx17	PILSBRY AND FERRISS: MOLLUSCA OF THE SOUTHWESTERN STATES.
67/sxx18	PILSBRY AND FERRISS: MOLLUSCA OF THE SOUTHWESTERN STATES.
67/sxx20	PILSBRY AND FERRISS: MOLLUSCA OF THE SOUTHWESTERN STATES.
73/sxx02	PILSBRY: GABB'S TERTIARY MOLLUSCA OF SANTO DOMINGO.
73/sxx03	PILSBRY: GABB'S TERTIARY MOLLUSCA OF SANTO DOMINGO.
73/sxx04	PILSBRY: GABB'S TERTIARY MOLLUSCA OF SANTO DOMINGO.
73/sxx05	PILSBRY: GABB'S TERTIARY MOLLUSCA OF SANTO DOMINGO.
73/sxx06	PILSBRY: GABB'S TERTIARY MOLLUSCA OF SANTO DOMINGO.
73/sxx07	PILSBRY: GABB'S TERTIARY MOLLUSCA OF SANTO DOMINGO.
73/sxx08	PILSBRY: GABB'S TERTIARY MOLLUSCA OF SANTO DOMINGO.
72/sxx10	PILSBRY: MARINE MOLLUSKS OF HAWAII, VIII-XIII.
67/sxx09	PILSBRY: MOLLUSCA OF THE SOUTH W^ESTERN STATES.
67/sxx08	PILSBRY: MOLLUSCA OF THE SOUTHWESTERN STATES.
67/sxx10	PILSBRY: MOLLUSCA OF THE SOUTHWESTERN STATES.
57/sxx07	PILSBRY.
57/sxx08	PILSBRY.
57/sxx09	PILSBRY.
57/sxx10	PILSBRY.
57/sxx11	PILSBRY.
57/sxx12	PILSBRY.
57/sxx13	PILSBRY.
57/sxx14	PILSBRY.
57/sxx15	PILSBRY.
57/sxx16	PILSBRY.
57/sxx17	PILSBRY.
57/sxx18	PILSBRY.
57/sxx19	PILSBRY.
57/sxx20	PILSBRY.
57/sxx21	PILSBRY.
57/sxx22	PILSBRY.
57/sxx23	PILSBRY.
49/sxx11	POLARITY IN THE LEAVES OF THE COMPASS AND OTHER PLANTS.
69/sxx10	POLARIZATION AND COLOR EFFECTS EXHIBITED BY CERTAIN DIATOMS.
52/sxx20	POST-LARVAL CHANGES IN THE VERTEBRAL ARTICULATIONS OF SPELERPES AND OTHER SALAMANDERS.
52/sxx09	PRELIMINARY NOTES ON THE RATE OF GROWTH AND ON THE DEVELOPMENT OF INSTINCTS IN SPIDERS.
43/sxx15	PRELIMINARY NOTICE OF SOME MINERALS FROM THE SERPENTINE BELT, NEAR EASTON, PENNSYLVANIA.
39/sxx09	PROLONGED LIFE OF INVERTEBRATES : NOTES ON THE AGE AND HABITS OF THE AMERICAN TARANTULA.
47/sxx15	PROTOPTYCHUS HATCHERI, A NEW RODENT FROM THE UINTA EOCENE.
41/sxx29	PROVISIONAL LIST OF THE PLANTS OF THE BAHAMA ISLANDS.
34/sxx00	publication com3iittee: Joseph Leidt, M. D., Geo.
33/sxx00	publication committee: Joseph Leidy, M.D„ Geo.
06/sxx26	PURPURATUS Swains.
31/sxx04	RANGE, AND DESCRIPTIONS OF NEW SPECIES.
72/sxx09	RECORDS AND DESCRIPTIONS OF BRAZILIAN ORTHOPTERA.
58/sxx04	RECORDS AND DESCRIPTIONS OF NON-SALTATORIAL ORTHOPTERA FROM BRITISH GUIANA.
64/sxx02	RECORDS OF FISHES FOR THE MIDDLE ATLANTIC STATES AND VIRGINIA.
60/sxx08	REMARKS ON PROF. CHAMBERLIN'S REVISION OF NORTH AMERICAN LYCOSID.E.
33/sxx05	REMARKS ON THE MOLLUSCAN GENERA HIPPAGUS, VERTICORDIA AND PECCHIOLIA.
26/sxx03	REMARKS ON THE TERTIARY CLAY OF THE UPPER AMAZON, WITH DESCRIPTIONS OF NEW SHELLS.
41/sxx22	REMARKS UPON THE ROUND-TAILED MUSKRAT, NEOFIBER ALLENI, TRUE.
26/sxx16	REPORT OF CONSERVATOR OF CONCHOLOGICAL SECTION.
15/sxx02	REPORT OF CURATORS.
27/sxx25	REPORT OF LIBRARIAN.
27/sxx27	REPORT OF RECORDER OF BIOLOGICAL AND MICROSCOPICAL SECTION, 1875.
26/sxx15	REPORT OF RECORDER OF BIOLOGICAL AND MICROSCOPICAL SECTION.
27/sxx24	REPORT OF RECORDING SECRETARY.
16/sxx06	REPORT OF THE BOTANICAL COMMITTEE, For 1864.
17/sxx05	REPORT OF THE COMMITTEE ON CONCHOLOGY, For 1865.
20/sxx03	REPORT OF THE COMMITTEE ON HERPTOLOGY AND ICHTHYOLOGY.
07/sxx49	REPORT OF THE CURATORS FOR 18-55.
27/sxx26	REPORT OF THE CURATORS FOR 18*75.
06/sxx13	REPORT OF THE CURATORS FOR 1852.
06/sxx24	REPORT OF THE CURATORS FOR 1853.
07/sxx32	REPORT OF THE CURATORS FOR 1854.
08/sxx11	REPORT OF THE CURATORS FOR 1856.
09/sxx02	REPORT OF THE CURATORS FOR 1857.
10/sxx02	REPORT OF THE CURATORS FOR 1858.
11/sxx03	REPORT OF THE CURATORS FOR 1859.
13/sxx02	REPORT OF THE CURATORS FOR 1861.
05/sxx41	REPORT OF THE CURATORS For 1S51.
17/sxx04	REPORT OF THE CURATORS, For 1865.
14/sxx05	REPORT OF THE CURATORS.
16/sxx05	REPORT OF THE CURATORS.
21/sxx02	REPORT OF THE CURATORS.
26/sxx14	REPORT OF THE CURATORS.
07/sxx48	REPORT OF THE LIBRARIAN FOR 18.55.
11/sxx02	REPORT OF THE LIBRARIAN FOR 1859.
16/sxx02	REPORT OF THE LIBRARIAN FOR 1863.
16/sxx04	REPORT OF THE LIBRARIAN", For 1864.
29/sxx07	REPORT OF THE PRESIDENT FOR THE YEAR ENDING NOVEMBER 30, 1877.
31/sxx18	REPORT OF THE PRESIDENT FOR THE YEAR ENDING NOVEMBER 30, 1879.
32/sxx12	REPORT OF THE PRESIDENT For the Year ending November 30, 1880.
33/sxx08	REPORT OF THE PRESIDENT For the Year ending November 30, 1881.
27/sxx28	REPORT OF THE RECORDER OF THE CONCHOLOGICAL SECTION.
08/sxx02	REPORT OF THE RECORDING SECRETARY FOR 1855.
09/sxx01	REPORT OF THE RECORDING SECRETARY FOR 1857.
10/sxx01	REPORT OF THE RECORDING SECRETARY FOR 1858.
11/sxx01	REPORT OF THE RECORDING SECRETARY FOR 1859.
13/sxx01	REPORT OF THE RECORDING SECRETARY FOR 1861.
17/sxx03	REPORT OF THE RECORDING SECRETARY, For 1865.
15/sxx01	REPORT OF THE RECORDING SECRETARY, IFor 1S63.
14/sxx04	REPORT OF THE RECORDING SECRETARY.
20/sxx02	REPORT OF THE RECORDING SECRETARY.
21/sxx03	REPORT OF THE RECORDING SECRETARY.
16/sxx03	REPORT OF THE RECORDING SECRETARY", For 1864.
52/sxx02	REPORT ON THE BIRDS AND MAMMALS COLLECTED BY THE McILHENNY EXPEDITION TO PT.
29/sxx05	REPORT ON THE BRACHIOPODA OF ALASKA AND THE ADJACENT SHORES OF NORTHWEST AMERICA.
65/sxx03	REPTILES COLLECTED BY THE YALE PERUVIAN EXPEDITION OF 1912.
49/sxx25	REPTILES FROM SONORA, SINALOA AND JALISCO, MEXICO, WITH A DESCRIPTION OF A NEW SPECIES OF SCELOPORUS.
43/sxx01	RESEARCHES UPON RESPIRATION.
40/sxx07	RESEARCHES UPON THE GENERAL PHYSIOLOGY OF NERVE AND MUSCLE.
06/sxx00	Return to LIBRARY OF MARINE BIOLOGICAL LABORaiORY WOODS HOLE, MASS.
08/sxx00	Return to LIBRARY OF MARINE BIOLOGICAL LABORATORY WOODS HOLE, MASS.
11/sxx00	Return to LIBRARY OF MARINE BIOLOGICAL LABORATORY WOODS HOLE, MASS.
13/sxx00	Return to LIBRARY OF MARINE BIOLOGICAL LABORATORY WOODS HOLE, MASS.
14/sxx00	Return to LIBRARY OF MARINE BIOLOGICAL LABORATORY WOODS HOLE, MASS.
17/sxx00	Return to LIBRARY OF MARINE BIOLOGICAL LABORATORY WOODS HOLE, MASS.
05/sxx00	Return to LIBRARY OF MARINE BIOLOGICAL LABORATORY WOODS HOLE.
15/sxx00	Return to LIBRARY OF MARINE BIOLOGICAL LABORATORY WOODS HOLE.
60/sxx05	REVISION OF NORTH AMERICAN SPIDERS OF THE FAMILY LYCOSIDJE.
50/sxx18	REVISION OF THE NORTH AMERICAN SLUGS : BINNEYA, HEMPHILLIA, HESPERARION, PROPHYSAON AND ANADENULUS.
48/sxx12	REVISION OF THE NORTH AMERICAN SLUGS: ARIOLIMAX AND APHALLARION.
36/sxx05	RINGUEBERG, FOSSILS OF NIAGARA PERIOD.
36/sxx06	RINGUEBERG, FOSSILS OF NIAGARA PERIOD.
07/sxx00	S'^Q OF TnE OF P II I L A D E L r II I A .
51/sxx21	SALAMANDER OF THE FAMILY DESMOGNATHID^.
26/sxx01	SAMUEL B. HOWELL, M.D., Recording Secretary.
67/sxx12	SANTA RITA, BABOQUIVARI, AND TUCSON RANGES, ARIZONA.
49/sxx26	SCAPHOPODA OF THE SAN DOMINGO TERTIARY.
12/sxx03	SELECTIONS FROM THE LETTERS RECEIVED IN RESPONSE TO THE ANNOUNCEMENT OF THE CENTENARY CELEBRATION.
19/sxx03	SELECTIONS FROM THE LETTERS RECEIVED IN RESPONSE TO THE ANNOUNCEMENT OF THE CENTENARY CELEBRATION.
53/sxx29	SOME ARACHNIDA FROM NEW MEXICO, BY NATHAN BANKS.
63/sxx03	SOME ARACHNIDA FROM NORTH CAROLINA.
58/sxx01	SOME COLD-BLOODED VERTEBRATES OF THE FLORIDA KEYS.
60/sxx06	SOME EFFECTS OF ENVIRONMENT ON THE GROWTH OF LYMN^A COLUMELLA Say.^ by harold sellers colton.
73/sxx01	SOME FAUNAL REMAINS FROM THE TRIAS OF YORK COUNTY, PENNSYLVANIA.
58/sxx11	SOME NEW AND LITTLE-KNOWN PERCOID FISHES.
46/sxx12	SOME NOTES FROM A STUDY OF THE PROVANCHER COLLECTION OF ICHNEUMONIDJE.
51/sxx08	SOME OBSERVATIONS ON THE ILLECELLEWAET AND ASULKAN GLACIERS OF BRITISH COLUMBIA. '
51/sxx13	SOME UNTENABLE NAMES IN ORNITHOLOGY.
52/sxx17	SONORELLA, A NEW GENUS OF HELICES.
38/sxx03	SOUTHERN UNITED STATES.
62/sxx02	SPERMATOGENESIS IN LEPIDOPTERA.
72/sxx11	STATISTICAL OBSERVATIONS ON THE TEXAS FEVER PARASITE.
64/sxx09	STATISTICAL STUDIES ON VARIATION IN THE WING-LENGTH OF A BUTTERFLY OF THE SUBFAMILY SATYRINJE.
30/sxx06	STIBIANITE, A NEW MINERAL.
57/sxx03	STRUCTURE AND DEVELOPMENT OF THE COMPOUND EYE OF THE HONEY BEE.
72/sxx02	STUDIES IN MALAYAN, PAPUAN, AND AUSTRALIAN MANTIDiE.
68/sxx02	STUDIES IN THE DERMAPTERA AND ORTHOPTERA OF THE COASTAL PLAIN
27/sxx23	STUDIES OF THE AMERICAN FALCONIDiE MONOGRAPH OF THE GENUS MICRASTUR.
71/sxx06	SYNONYMIC STUDY ON THE MOLLUSKS OF THE DEPARTEMENT DES ALPES-MARITIMES MENTIONED BY ANTOINE RISSO'
25/sxx14	SYNONYMICAL REMARKS UPON NORTH AMERICAN COLEOPTERA.
47/sxx19	SYNOPSIS OF THE BEMBICINI OF BOREAL AMERICA.
27/sxx07	SYNOPSIS OF THE GEOMYIDiE.
47/sxx27	SYNOPSIS OF THE NORTH AMERICAN SPECIES OF GORYTES Latr.
48/sxx13	SYNOPSIS OF THE POLAR HARES OF NORTH AMERICA.
50/sxx03	SYNOPSIS OF THE RECENT AND TERTIARY PSAMMOBIIDJE OF NORTH AMERICA.
24/sxx02	SYNOPSIS OF THE SPECIES OF THE CHELYDEIN^.
51/sxx03	SYNOPSIS OF THE UNITED STATES SPECIES OF THE HYMENOPTEROUS GENUS CENTRIS Fabr.
26/sxx11	SYNOPSIS' OF THE MTJEID^a: OF NORTH AMERICA.
46/sxx07	TANAIS ROBUSTUS, A NEW SPECIES OF ANISOPODA.
65/sxx00	The Academy of Natural Sciences VOLUME LXV 1913 philadelphia : The Academy of Naiural Sciences LOGAN SQUARE 1914 The Academy of Natural Sciences of Philadelphia.
41/sxx27	THE AMERICAN SPECIES OF POLYPHEMOPSIS.
49/sxx06	THE ANATOMY AND DEVELOPMENT OF SPIRORBIS BOREALIS.
69/sxx07	THE ANATOMY OF AN EOLID, CHIOR^RA DALLI.
46/sxx24	THE BATRACHIA AND REPTILIA OF THE UNIVERSITY OF PENNSYLVANIA WEST INDIAN EXPEDITION OF 1890 AND 1891.
45/sxx04	THE BIRDS OBSERVED IN BRITISH COLUMBIA AND WASHINGTON DURING SPRING AND SUMMER, 1892.
23/sxx02	THE CARBONIFEROUS AND DEVONIAN ROCKS OF OHIO.
73/sxx10	THE CHROMITE DEPOSITS OF THE STATE LINE SERPENTINES.^ By Samuel G. Gordon.
23/sxx06	THE CINCINNATI GROUP OF THE LOWER SILURIAN SERIES OF OHIO.
62/sxx03	THE COAST OF SOUTHERN CALIFORNIA IN 1904: II.
48/sxx06	THE COLORING MATTER OF THE ARIL OF CELASTRUS SCANDENS.
56/sxx07	THE COMPARATIVE AGE OF THE DIFFERENT FLORISTIC ELEMENTS OF EASTERN NORTH AMERICA.
60/sxx07	THE COMPOSITION AND ECOLOGICAL RELATIONS OF THE ODONATE FAUNA OF MEXICO AND CENTRAL AMERICA.
42/sxx11	THE CORALS AND CORAL REEFS OF THE WESTERN WATERS OF THE GULF OF MEXICO.
48/sxx05	THE CRYSTALLIZATION OF MOLYBDENITE.
